username,user_found,created_at,Labels,total_posts,
TairiIlir,TRUE,2018-03-17T06:07:10+00:00,reliable,5088,#N/A
meekal37981,TRUE,2018-03-24T12:20:23+00:00,reliable,503,#N/A
candicenmireles,TRUE,2018-03-25T02:51:04+00:00,reliable,14541,#N/A
parsingpeppers,TRUE,2018-03-28T02:15:37+00:00,reliable,145337,#N/A
Azel_panzerRPG,TRUE,2018-03-29T15:19:11+00:00,reliable,2582,#N/A
Pbinla181,TRUE,2018-04-01T02:30:27+00:00,reliable,3476,#N/A
AChronicPane,TRUE,2018-04-02T19:35:02+00:00,reliable,5021,#N/A
drew_bayarea,TRUE,2018-04-03T06:05:36+00:00,reliable,16297,#N/A
raulalexo,TRUE,2018-04-03T19:36:51+00:00,reliable,2814,#N/A
Unclescrooge9,TRUE,2018-04-04T21:36:07+00:00,reliable,14892,#N/A
RealEstateWhip,TRUE,2018-04-05T21:00:34+00:00,reliable,4703,#N/A
TotesRussianBot,TRUE,2018-04-07T05:50:07+00:00,reliable,2182,#N/A
averill_leslie,TRUE,2018-04-08T03:40:56+00:00,reliable,1051,#N/A
MichaelStensaas,TRUE,2018-04-09T05:02:36+00:00,reliable,24266,#N/A
SalmanAshraf03,TRUE,2018-04-10T07:50:44+00:00,reliable,4929,#N/A
flurburts,TRUE,2018-04-10T23:30:08+00:00,reliable,7782,#N/A
VivianBolden3,TRUE,2018-04-11T01:03:39+00:00,reliable,5502,#N/A
Smiglett,TRUE,2018-04-11T13:20:31+00:00,reliable,17797,#N/A
Ben_Winnell,TRUE,2018-04-13T06:15:28+00:00,reliable,,#N/A
sunnyshady1953,TRUE,2018-04-13T21:31:13+00:00,reliable,1037,#N/A
JasonCVO1,TRUE,2018-04-16T00:09:33+00:00,reliable,3262,#N/A
CaitReeve,TRUE,2018-04-16T15:50:43+00:00,reliable,681,#N/A
Sourabh28817606,TRUE,2018-04-16T21:36:54+00:00,reliable,3870,#N/A
EmilyDickensJux,TRUE,2018-04-23T22:40:35+00:00,reliable,18657,#N/A
danl1951,TRUE,2018-04-27T21:39:47+00:00,reliable,73729,#N/A
westoncapa,TRUE,2018-04-30T02:11:11+00:00,reliable,7412,#N/A
Blackja01921096,TRUE,2018-04-30T07:17:04+00:00,reliable,1125,#N/A
ayffris,TRUE,2018-04-30T16:05:16+00:00,reliable,4441,#N/A
pramitofficial,TRUE,2018-05-03T10:17:42+00:00,reliable,1828,#N/A
smyth_adrienne,TRUE,2018-05-06T17:15:40+00:00,reliable,1564,#N/A
Bengis77,TRUE,2018-05-07T03:30:55+00:00,reliable,13410,#N/A
WallflowerVD,TRUE,2018-05-07T08:42:24+00:00,reliable,4322,#N/A
WhatTheFlipMan,TRUE,2018-05-08T14:52:54+00:00,reliable,31862,#N/A
Abdulaz40930627,TRUE,2018-05-09T15:41:35+00:00,reliable,754,#N/A
tttangtony1966,TRUE,2018-05-09T20:33:49+00:00,reliable,576,#N/A
KaitlynLeann17,TRUE,2018-05-11T01:07:03+00:00,reliable,54060,#N/A
LECHNERWOLFGAN2,TRUE,2018-05-11T08:12:32+00:00,reliable,5840,#N/A
thdonascimento,TRUE,2018-05-13T03:03:34+00:00,reliable,15119,#N/A
notsolittleold1,TRUE,2018-05-17T02:04:18+00:00,reliable,100650,#N/A
ZenNJuice,TRUE,2018-05-17T07:40:34+00:00,reliable,5108,#N/A
GaelR04946872,TRUE,2018-05-18T11:42:30+00:00,reliable,7278,#N/A
NaeemIqbalFA,TRUE,2018-05-18T17:03:26+00:00,reliable,1654,#N/A
AkazaAkarinReal,TRUE,2018-05-23T05:46:40+00:00,reliable,595,#N/A
Bitcoin_is_king,TRUE,2018-05-23T16:22:22+00:00,reliable,16266,#N/A
RickeyMercer5,TRUE,2018-05-25T14:33:07+00:00,reliable,6134,#N/A
DexHendrixT5HMG,TRUE,2018-05-30T18:21:58+00:00,reliable,18533,#N/A
Tyson67060379,TRUE,2018-05-31T22:44:07+00:00,reliable,3728,#N/A
WonderfulWizar2,TRUE,2018-06-01T14:35:18+00:00,reliable,3260,#N/A
evil_fancy,TRUE,2018-06-02T09:32:29+00:00,reliable,71976,#N/A
Tamara55175769,TRUE,2018-06-02T17:17:45+00:00,reliable,4944,#N/A
DawnMotley3,TRUE,2018-06-04T04:18:23+00:00,reliable,1993,#N/A
EspressoLordo,TRUE,2018-06-08T17:46:29+00:00,reliable,995,#N/A
iphytech_,TRUE,2018-06-09T17:55:55+00:00,reliable,622,#N/A
richard_shallow,TRUE,2018-06-12T12:09:00+00:00,reliable,1091,#N/A
mhurgle,TRUE,2018-06-13T22:30:48+00:00,reliable,100773,#N/A
Toggy_Wonga,TRUE,2018-06-15T12:24:52+00:00,reliable,1938,#N/A
JaniceM64038011,TRUE,2018-06-17T01:03:20+00:00,reliable,10100,#N/A
KateHay9,TRUE,2018-06-19T01:09:14+00:00,reliable,10482,#N/A
OnurBalci14,TRUE,2018-06-19T03:06:40+00:00,reliable,31520,#N/A
Jonnfree1,TRUE,2018-06-19T23:50:40+00:00,reliable,8737,#N/A
JaredTWorm,TRUE,2018-06-20T20:56:16+00:00,reliable,10349,#N/A
SubratK82634557,TRUE,2018-06-21T04:14:05+00:00,reliable,98134,#N/A
thesunnystoner,TRUE,2018-06-21T06:31:36+00:00,reliable,1956,#N/A
TousifMn,TRUE,2018-06-21T21:14:36+00:00,reliable,4827,#N/A
azuremurkrow,TRUE,2018-06-22T03:18:31+00:00,reliable,12483,#N/A
MarineColorado,TRUE,2018-06-22T15:25:28+00:00,reliable,3082,#N/A
allsports_lover,TRUE,2018-06-22T15:47:03+00:00,reliable,14254,#N/A
og_hapsburg,TRUE,2018-06-25T15:46:29+00:00,reliable,11043,#N/A
EritreaOfficial,TRUE,2018-06-25T19:49:13+00:00,reliable,2645,#N/A
MuslimkhanAfgha,TRUE,2018-06-27T22:57:00+00:00,reliable,548,#N/A
yR7yKY1DYKn00eK,TRUE,2018-06-28T00:09:57+00:00,reliable,3248,#N/A
Sea64470010,TRUE,2018-06-30T05:10:51+00:00,reliable,3633,#N/A
parizpearl1971,TRUE,2018-06-30T14:11:37+00:00,reliable,2404,#N/A
SheryllAgusto,TRUE,2018-07-01T00:08:50+00:00,reliable,3630,#N/A
MailorTrout,TRUE,2018-07-03T01:21:00+00:00,reliable,12432,#N/A
MolsonBlue,TRUE,2018-07-03T07:10:14+00:00,reliable,7324,#N/A
BansGogh,TRUE,2018-07-03T17:48:44+00:00,reliable,4631,#N/A
singhharsh_7,TRUE,2018-07-04T08:12:18+00:00,reliable,12361,#N/A
AcademyWedf,TRUE,2018-07-05T06:29:02+00:00,reliable,1510,#N/A
ExoScharp,TRUE,2018-07-05T11:26:29+00:00,reliable,2438,#N/A
Jude5150,TRUE,2018-07-05T20:54:49+00:00,reliable,12018,#N/A
ENGLISA_,TRUE,2018-07-07T02:54:09+00:00,reliable,67957,#N/A
isabellamdiazz,TRUE,2018-07-07T05:12:52+00:00,reliable,3958,#N/A
CBM_Clay,TRUE,2018-07-08T05:04:10+00:00,reliable,5153,#N/A
sivayolla,TRUE,2018-07-09T05:34:02+00:00,reliable,14014,#N/A
ShyReplyGuy,TRUE,2018-07-11T22:49:03+00:00,reliable,30226,#N/A
Faby_Cotrim,TRUE,2018-07-13T13:47:59+00:00,reliable,1148,#N/A
Leandri76678065,TRUE,2018-07-14T10:26:17+00:00,reliable,2182,#N/A
MBashir48666504,TRUE,2018-07-14T21:14:26+00:00,reliable,107570,#N/A
ThroughBetter,TRUE,2018-07-14T23:19:08+00:00,reliable,1489,#N/A
TrumpSu12,TRUE,2018-07-14T23:40:50+00:00,reliable,4915,#N/A
trceni,TRUE,2018-07-15T20:53:30+00:00,reliable,12300,#N/A
therealjarrah,TRUE,2018-07-16T07:26:22+00:00,reliable,6631,#N/A
SBMPediatrics,TRUE,2018-07-16T16:38:54+00:00,reliable,35045,#N/A
AkazaAkari_Real,TRUE,2018-07-17T07:51:15+00:00,reliable,705,#N/A
Rusty41057209,TRUE,2018-07-18T17:27:50+00:00,reliable,6615,#N/A
AYuugure,TRUE,2018-07-20T07:31:24+00:00,reliable,4450,#N/A
vicentecortesm5,TRUE,2018-07-20T22:16:35+00:00,reliable,1426,#N/A
EzraPwaniyeboh,TRUE,2018-07-22T12:52:27+00:00,reliable,3034,#N/A
shantel_35,TRUE,2018-07-23T00:32:11+00:00,reliable,6809,#N/A
JosephZampano,TRUE,2018-07-23T18:48:29+00:00,reliable,39631,#N/A
AShulsinger,TRUE,2018-07-28T17:11:45+00:00,reliable,2333,#N/A
hmobaydullah,TRUE,2018-08-05T22:29:06+00:00,reliable,554,#N/A
xivEAGz5YXmO3tq,TRUE,2018-08-07T08:32:14+00:00,reliable,1309,#N/A
BruceGuerra6,TRUE,2018-08-09T15:30:15+00:00,reliable,1804,#N/A
GintonicGamer,TRUE,2018-08-09T21:34:52+00:00,reliable,3249,#N/A
WAHYUSULA1MAN,TRUE,2018-08-10T08:02:51+00:00,reliable,843,#N/A
AjYume20,TRUE,2018-08-11T11:10:37+00:00,reliable,24050,#N/A
zochrndteun,TRUE,2018-08-12T03:54:49+00:00,reliable,1100,#N/A
angelicakim_,TRUE,2018-08-13T03:44:58+00:00,reliable,25306,#N/A
MommasOptions,TRUE,2018-08-15T10:25:23+00:00,reliable,4058,#N/A
oziloozingsauce,TRUE,2018-08-15T19:49:28+00:00,reliable,1832,#N/A
milamygranny,TRUE,2018-08-17T18:00:07+00:00,reliable,6425,#N/A
Fantaboy_15,TRUE,2018-08-18T22:18:38+00:00,reliable,40742,#N/A
fulltimestan,TRUE,2018-08-22T11:03:53+00:00,reliable,1879,#N/A
SabounT,TRUE,2018-08-27T00:13:43+00:00,reliable,33382,#N/A
CramarSports,TRUE,2018-08-28T04:47:59+00:00,reliable,2411,#N/A
ChErOkEEChick68,TRUE,2018-08-29T13:37:14+00:00,reliable,77168,#N/A
altaf422,TRUE,2018-08-29T20:39:59+00:00,reliable,6400,#N/A
SherpaObjects,TRUE,2018-08-30T17:12:58+00:00,reliable,6818,#N/A
SmudgeApp,TRUE,2018-09-01T11:03:18+00:00,reliable,1495,#N/A
CncWise,TRUE,2018-09-01T15:37:31+00:00,reliable,17432,#N/A
SyedMuhdHafiz6,TRUE,2018-09-02T07:47:15+00:00,reliable,5717,#N/A
MASUDQAIM11,TRUE,2018-09-03T04:38:34+00:00,reliable,8582,#N/A
SteveTalakoub,TRUE,2018-09-04T14:49:30+00:00,reliable,1423,#N/A
Dove56681297,TRUE,2018-09-05T14:50:17+00:00,reliable,6021,#N/A
sommermatter,TRUE,2018-09-06T16:24:55+00:00,reliable,53318,#N/A
Beccaockenfels,TRUE,2018-09-10T17:59:41+00:00,reliable,4880,#N/A
m_bruntz,TRUE,2018-09-12T12:16:04+00:00,reliable,70546,#N/A
yogesha_sharma,TRUE,2018-09-15T15:55:16+00:00,reliable,2088,#N/A
PoemsPound,TRUE,2018-09-17T21:52:38+00:00,reliable,583,#N/A
fxstguy,TRUE,2018-09-18T23:42:23+00:00,reliable,41570,#N/A
tammyratley1,TRUE,2018-09-19T17:11:51+00:00,reliable,1949,#N/A
LoadingNoelani,TRUE,2018-09-20T02:58:50+00:00,reliable,10197,#N/A
SATISHK51555511,TRUE,2018-09-20T07:08:42+00:00,reliable,984,#N/A
grumpybutgorge1,TRUE,2018-09-23T23:38:50+00:00,reliable,3862,#N/A
DonaRisley,TRUE,2018-09-24T06:12:12+00:00,reliable,29808,#N/A
Dzeniadaletsal1,TRUE,2018-09-25T15:31:46+00:00,reliable,4622,#N/A
itsmemai31,TRUE,2018-09-25T15:37:58+00:00,reliable,3263,#N/A
vxnesamedi,TRUE,2018-09-28T04:44:13+00:00,reliable,9975,#N/A
larry_retzlaff,TRUE,2018-09-29T07:13:45+00:00,reliable,22606,#N/A
AipatEnelym,TRUE,2018-09-29T21:25:26+00:00,reliable,97443,#N/A
Hedjarah5,TRUE,2018-09-30T09:08:10+00:00,reliable,1525,#N/A
BarbaraShiels2,TRUE,2018-09-30T17:13:02+00:00,reliable,29242,#N/A
AnnMarieZimme10,TRUE,2018-10-01T13:55:07+00:00,reliable,39031,#N/A
Haris18979178,TRUE,2018-10-01T20:51:46+00:00,reliable,976,#N/A
FreeStaly3,TRUE,2018-10-03T08:20:19+00:00,reliable,6255,#N/A
mrfox1987,TRUE,2018-10-03T19:05:14+00:00,reliable,10330,#N/A
Tay13Bay,TRUE,2018-10-05T01:32:27+00:00,reliable,26989,#N/A
Monakin1,TRUE,2018-10-05T07:53:03+00:00,reliable,721,#N/A
purplenor93,TRUE,2018-10-05T11:43:42+00:00,reliable,7721,#N/A
iamikonixx,TRUE,2018-10-09T10:14:24+00:00,reliable,6735,#N/A
Mojela14992141,TRUE,2018-10-12T15:51:06+00:00,reliable,5762,#N/A
multi__form,TRUE,2018-10-20T16:39:25+00:00,reliable,74765,#N/A
VirgoAirborne1,TRUE,2018-10-26T16:59:21+00:00,reliable,7036,#N/A
davisr,TRUE,2018-11-09T04:16:50+00:00,reliable,,#N/A
demonfricker,TRUE,2018-12-04T04:25:23+00:00,reliable,2990,#N/A
mumumoow,TRUE,2018-12-10T11:40:12+00:00,reliable,121569,#N/A
MickeyAcosta1,TRUE,2019-01-20T06:24:13+00:00,reliable,,#N/A
Dumbfuck420,TRUE,2019-02-10T23:43:47+00:00,reliable,,#N/A
SilentHillKitty,TRUE,2019-03-12T04:32:06+00:00,reliable,,#N/A
dylerius,TRUE,2019-03-13T01:58:39+00:00,reliable,,#N/A
lilpaleta,TRUE,2019-04-15T21:15:26+00:00,reliable,,#N/A
_ot7BTS_,TRUE,2019-04-16T15:47:49+00:00,reliable,,#N/A
VGKCrossbar,TRUE,2019-05-01T03:38:42+00:00,reliable,,#N/A
_kimmyko_,TRUE,2019-05-05T17:36:49+00:00,reliable,7841,#N/A
FranSlusarz,TRUE,2019-08-07T16:19:59+00:00,reliable,2113,#N/A
LaurenGalvin2,TRUE,2019-08-14T23:14:59+00:00,reliable,,#N/A
venusssc,TRUE,2019-08-18T14:12:58+00:00,reliable,,#N/A
LiveFreeOrDie70,TRUE,2019-08-30T19:49:00+00:00,reliable,,#N/A
SwengGi,TRUE,2019-09-05T07:51:39+00:00,reliable,,#N/A
sampersand,TRUE,2019-09-24T00:14:04+00:00,reliable,767,#N/A
DiarmuidMcGurk,TRUE,2019-11-09T11:25:15+00:00,reliable,,#N/A
PeterCrowley,TRUE,2007-04-26T17:11:37+00:00,unreliable,9997,#N/A
eriktaylor,TRUE,2007-06-07T19:29:19+00:00,unreliable,2345,#N/A
Mopar,TRUE,2007-06-23T17:47:15+00:00,unreliable,10436,#N/A
scott_paul,TRUE,2007-09-12T23:54:15+00:00,unreliable,1639,#N/A
Auger,TRUE,2007-10-31T12:40:37+00:00,unreliable,23554,#N/A
jeannetix,TRUE,2007-11-01T03:28:10+00:00,unreliable,104994,#N/A
wdmccullough,TRUE,2008-01-09T00:47:41+00:00,unreliable,1049,#N/A
suresh_p,TRUE,2008-01-15T16:42:12+00:00,unreliable,4244,#N/A
tstauffer,TRUE,2008-04-09T23:05:28+00:00,unreliable,1579,#N/A
Techbot,TRUE,2008-05-13T11:40:53+00:00,unreliable,10416,#N/A
shadowed_dream,TRUE,2008-06-08T21:02:34+00:00,unreliable,7909,#N/A
linkchips,TRUE,2008-06-23T15:47:21+00:00,unreliable,3696,#N/A
donnarin,TRUE,2008-08-03T19:06:45+00:00,unreliable,4165,#N/A
simmyzx,TRUE,2008-09-01T18:13:24+00:00,unreliable,38648,#N/A
jelutz77,TRUE,2008-09-04T23:55:33+00:00,unreliable,1669,#N/A
arsalansheikh,TRUE,2008-09-18T03:44:05+00:00,unreliable,8050,#N/A
Toledo_Storm,TRUE,2008-10-12T01:19:23+00:00,unreliable,2897,#N/A
jeffgiesea,TRUE,2008-10-22T21:15:03+00:00,unreliable,12808,#N/A
atanzi,TRUE,2008-12-02T16:33:54+00:00,unreliable,5277,#N/A
gonzohunter,TRUE,2008-12-08T17:48:17+00:00,unreliable,745,#N/A
nemidu,TRUE,2008-12-27T16:24:57+00:00,unreliable,3206,#N/A
luluB1,TRUE,2009-01-05T18:19:05+00:00,unreliable,1103,#N/A
peopleunite,TRUE,2009-01-08T17:29:26+00:00,unreliable,8638,#N/A
Kyirrie,TRUE,2009-01-17T00:58:30+00:00,unreliable,1166,#N/A
UndercoverProf,TRUE,2009-01-19T16:59:54+00:00,unreliable,2910,#N/A
mwsanford,TRUE,2009-01-26T23:07:35+00:00,unreliable,5262,#N/A
garnetroses,TRUE,2009-01-28T23:25:22+00:00,unreliable,630,#N/A
RobM4321,TRUE,2009-01-29T08:40:58+00:00,unreliable,2206,#N/A
sangeetapurohit,TRUE,2009-01-30T06:54:25+00:00,unreliable,4039,#N/A
baronvoncake,TRUE,2009-02-08T15:17:02+00:00,unreliable,5816,#N/A
MarkSchexnayder,TRUE,2009-02-09T22:56:44+00:00,unreliable,5910,#N/A
wmodell,TRUE,2009-02-14T07:45:17+00:00,unreliable,12565,#N/A
MSChristine_,TRUE,2009-02-19T19:09:39+00:00,unreliable,,#N/A
dadeets,TRUE,2009-02-22T03:02:54+00:00,unreliable,18538,#N/A
chicknorrisgal,TRUE,2009-02-26T16:14:50+00:00,unreliable,12275,#N/A
4nkz,TRUE,2009-02-26T17:55:14+00:00,unreliable,37264,#N/A
thalsted,TRUE,2009-02-26T23:07:16+00:00,unreliable,633,#N/A
SugarRey,TRUE,2009-03-03T12:51:17+00:00,unreliable,2784,#N/A
ShakiBedeaux,TRUE,2009-03-05T02:10:55+00:00,unreliable,1807,#N/A
alanayvonne,TRUE,2009-03-06T02:24:37+00:00,unreliable,2770,#N/A
TheMoneyGuru,TRUE,2009-03-09T19:20:41+00:00,unreliable,1448,#N/A
robrutherford,TRUE,2009-03-11T17:24:01+00:00,unreliable,4041,#N/A
Zaasrd,TRUE,2009-03-11T17:42:23+00:00,unreliable,585,#N/A
MarcosdeCunto,TRUE,2009-03-12T12:53:08+00:00,unreliable,4811,#N/A
Sug1940,TRUE,2009-03-14T20:36:17+00:00,unreliable,2799,#N/A
Wishingwell12,TRUE,2009-03-14T21:34:50+00:00,unreliable,775,#N/A
shushabunny,TRUE,2009-03-14T21:41:07+00:00,unreliable,9440,#N/A
gregtheexplorer,TRUE,2009-03-17T21:02:09+00:00,unreliable,2940,#N/A
lordoftrade,TRUE,2009-03-19T15:07:38+00:00,unreliable,8454,#N/A
Waakzaam,TRUE,2009-03-21T12:01:39+00:00,unreliable,18789,#N/A
starlight5347,TRUE,2009-03-22T12:57:26+00:00,unreliable,6546,#N/A
rajneesh31,TRUE,2009-03-24T06:13:39+00:00,unreliable,4455,#N/A
stevefastaco,TRUE,2009-03-24T08:29:48+00:00,unreliable,20086,#N/A
joe_1973,TRUE,2009-03-24T12:27:38+00:00,unreliable,953,#N/A
CoffeeAndJazz,TRUE,2009-03-26T21:58:00+00:00,unreliable,10058,#N/A
freefalln,TRUE,2009-03-26T22:29:49+00:00,unreliable,556,#N/A
steve3ac1as,TRUE,2009-03-27T19:28:32+00:00,unreliable,6714,#N/A
AmericanJan,TRUE,2009-03-29T00:56:02+00:00,unreliable,1462,#N/A
Ish_Singh1,TRUE,2009-03-29T15:19:14+00:00,unreliable,4248,#N/A
moazzamhyder3,TRUE,2009-03-30T09:28:41+00:00,unreliable,2496,#N/A
Gabe_Wintermute,TRUE,2009-03-31T21:06:59+00:00,unreliable,721,#N/A
Ambamama,TRUE,2009-04-01T12:32:53+00:00,unreliable,2334,#N/A
Kanagalingam,TRUE,2009-04-06T22:03:58+00:00,unreliable,8548,#N/A
oldkingclue,TRUE,2009-04-07T13:25:30+00:00,unreliable,2577,#N/A
mats73,TRUE,2009-04-09T09:11:25+00:00,unreliable,1666,#N/A
johneeggs,TRUE,2009-04-09T13:00:12+00:00,unreliable,2745,#N/A
iordae,TRUE,2009-04-10T14:44:44+00:00,unreliable,18402,#N/A
MANNYZAVALA1971,TRUE,2009-04-10T21:50:30+00:00,unreliable,2750,#N/A
stambo_nz,TRUE,2009-04-10T22:28:29+00:00,unreliable,3357,#N/A
c_j_breeze,TRUE,2009-04-12T13:27:45+00:00,unreliable,28920,#N/A
Evildoer35,TRUE,2009-04-13T06:38:23+00:00,unreliable,6503,#N/A
ypratama,TRUE,2009-04-14T09:16:33+00:00,unreliable,3261,#N/A
ksea444,TRUE,2009-04-16T16:26:55+00:00,unreliable,23342,#N/A
mrdannyglover,TRUE,2009-04-17T04:40:03+00:00,unreliable,4634,#N/A
blackvelvet47,TRUE,2009-04-17T23:27:43+00:00,unreliable,7403,#N/A
sherrihutch,TRUE,2009-04-18T18:41:57+00:00,unreliable,1164,#N/A
Steverino1020,TRUE,2009-04-18T20:37:33+00:00,unreliable,3549,#N/A
RodDiazR,TRUE,2009-04-19T01:52:28+00:00,unreliable,16578,#N/A
MinkyUrungus,TRUE,2009-04-20T23:45:53+00:00,unreliable,11970,#N/A
TimWilliamsLI,TRUE,2009-04-21T03:16:12+00:00,unreliable,4163,#N/A
tallboysdad,TRUE,2009-04-23T20:29:20+00:00,unreliable,1621,#N/A
eduapa,TRUE,2009-04-25T01:47:44+00:00,unreliable,7480,#N/A
insider2009,TRUE,2009-04-26T05:08:39+00:00,unreliable,1842,#N/A
otravex,TRUE,2009-04-27T05:09:49+00:00,unreliable,1406,#N/A
BRCPres,TRUE,2009-04-27T10:46:01+00:00,unreliable,4641,#N/A
Aleks_Atanasov,TRUE,2009-04-30T11:40:25+00:00,unreliable,4640,#N/A
khcogbill,TRUE,2009-05-01T04:07:48+00:00,unreliable,1730,#N/A
lexielaw,TRUE,2009-05-01T20:17:35+00:00,unreliable,4361,#N/A
SM257,TRUE,2009-05-02T00:40:25+00:00,unreliable,3633,#N/A
ewilliams66,TRUE,2009-05-04T19:46:22+00:00,unreliable,2140,#N/A
metafuel,TRUE,2009-05-06T10:08:45+00:00,unreliable,12599,#N/A
Ronsibb,TRUE,2009-05-07T12:22:02+00:00,unreliable,3424,#N/A
BXM3,TRUE,2009-05-10T05:44:03+00:00,unreliable,1160,#N/A
susiereeves,TRUE,2009-05-10T09:33:50+00:00,unreliable,2400,#N/A
gr22gr22,TRUE,2009-05-12T14:38:13+00:00,unreliable,2622,#N/A
wayne_whitlock,TRUE,2009-05-14T06:00:42+00:00,unreliable,33307,#N/A
kallinos,TRUE,2009-05-14T09:55:55+00:00,unreliable,40200,#N/A
LucifeLMartelL,TRUE,2009-05-14T13:05:31+00:00,unreliable,2357,#N/A
DreaSback,TRUE,2009-05-14T15:00:31+00:00,unreliable,7648,#N/A
SmokinRobs,TRUE,2009-05-15T01:07:43+00:00,unreliable,1584,#N/A
SogridMedium,TRUE,2009-05-17T21:45:15+00:00,unreliable,902,#N/A
jillianej,TRUE,2009-05-18T13:47:08+00:00,unreliable,73396,#N/A
rickyohmartinez,TRUE,2009-05-19T05:17:47+00:00,unreliable,4028,#N/A
kc7373,TRUE,2009-05-23T04:28:22+00:00,unreliable,2020,#N/A
Carterjoelean,TRUE,2009-05-29T13:14:16+00:00,unreliable,25164,#N/A
Rocky_20097,TRUE,2009-05-31T03:09:46+00:00,unreliable,1958,#N/A
octohorse,TRUE,2009-05-31T18:35:56+00:00,unreliable,19123,#N/A
buyanbattulga,TRUE,2009-06-01T19:10:17+00:00,unreliable,2381,#N/A
bossplaya29,TRUE,2009-06-05T20:20:34+00:00,unreliable,10669,#N/A
Bhyatt111,TRUE,2009-06-06T22:57:44+00:00,unreliable,8131,#N/A
mark999bikes,TRUE,2009-06-07T19:06:23+00:00,unreliable,6424,#N/A
35bbbbb,TRUE,2009-06-07T23:23:43+00:00,unreliable,5580,#N/A
kegel_dialectic,TRUE,2009-06-11T17:14:33+00:00,unreliable,7804,#N/A
CannonsCall,TRUE,2009-06-14T15:34:19+00:00,unreliable,16742,#N/A
NolanBD,TRUE,2009-06-15T15:52:49+00:00,unreliable,12295,#N/A
Paul_B_99,TRUE,2009-06-16T23:29:11+00:00,unreliable,3398,#N/A
elagski,TRUE,2009-06-17T19:40:56+00:00,unreliable,11134,#N/A
SortaFaceless,TRUE,2009-06-18T03:39:56+00:00,unreliable,1359,#N/A
JesBalascio,TRUE,2009-06-18T21:17:30+00:00,unreliable,8668,#N/A
fardos,TRUE,2009-06-20T13:54:00+00:00,unreliable,10955,#N/A
CABOewm,TRUE,2009-06-22T22:39:13+00:00,unreliable,2183,#N/A
ronfan9,TRUE,2009-06-24T13:38:58+00:00,unreliable,7351,#N/A
ctomkins5,TRUE,2009-06-25T15:50:24+00:00,unreliable,1421,#N/A
aanbarasan,TRUE,2009-06-26T08:32:05+00:00,unreliable,3636,#N/A
DirexionTrader,TRUE,2009-06-30T00:22:16+00:00,unreliable,5190,#N/A
owengmusic,TRUE,2009-06-30T13:09:55+00:00,unreliable,3590,#N/A
jmyers44,TRUE,2009-07-02T19:08:02+00:00,unreliable,1987,#N/A
a1judi,TRUE,2009-07-02T20:18:03+00:00,unreliable,3169,#N/A
pentateu,TRUE,2009-07-05T01:38:35+00:00,unreliable,18462,#N/A
HuynhPham,TRUE,2009-07-06T14:31:08+00:00,unreliable,709,#N/A
DarciDee,TRUE,2009-07-07T05:11:48+00:00,unreliable,3440,#N/A
statiq_q,TRUE,2009-07-07T20:28:05+00:00,unreliable,3690,#N/A
hazysunshine13,TRUE,2009-07-10T02:51:28+00:00,unreliable,6865,#N/A
pkoshyin,TRUE,2009-07-11T16:23:55+00:00,unreliable,4504,#N/A
luisescobal,TRUE,2009-07-21T01:52:49+00:00,unreliable,3577,#N/A
xrppolice,TRUE,2009-07-21T13:53:17+00:00,unreliable,7796,#N/A
brainpowerguy,TRUE,2009-07-24T18:42:39+00:00,unreliable,4427,#N/A
santa81,TRUE,2009-07-26T03:59:46+00:00,unreliable,2873,#N/A
playball_001,TRUE,2009-07-27T03:01:51+00:00,unreliable,45201,#N/A
timstv,TRUE,2009-07-29T13:38:49+00:00,unreliable,4620,#N/A
fehimec,TRUE,2009-08-04T11:13:19+00:00,unreliable,672,#N/A
wobbley_bobbley,TRUE,2009-08-05T01:44:17+00:00,unreliable,31918,#N/A
NigelBill,TRUE,2009-08-08T07:24:15+00:00,unreliable,21852,#N/A
abl_10,TRUE,2009-08-09T07:45:42+00:00,unreliable,128540,#N/A
TomasM093,TRUE,2009-08-09T15:17:47+00:00,unreliable,6344,#N/A
TheSmilem8ker,TRUE,2009-08-12T13:16:15+00:00,unreliable,4091,#N/A
maineamethyst,TRUE,2009-08-14T13:50:51+00:00,unreliable,2711,#N/A
tgicorie,TRUE,2009-08-14T21:15:26+00:00,unreliable,2290,#N/A
AHILLS205,TRUE,2009-08-17T18:19:33+00:00,unreliable,6747,#N/A
mmmaaaaattttt,TRUE,2009-08-19T13:43:26+00:00,unreliable,3335,#N/A
veritasishere,TRUE,2009-08-21T15:14:37+00:00,unreliable,1917,#N/A
Mrpierna,TRUE,2009-08-25T01:30:32+00:00,unreliable,5496,#N/A
aletrevisol,TRUE,2009-08-25T12:17:34+00:00,unreliable,7061,#N/A
sdunne321,TRUE,2009-08-29T03:33:51+00:00,unreliable,3753,#N/A
Xodus_sv,TRUE,2009-09-02T12:36:18+00:00,unreliable,9522,#N/A
twx724,TRUE,2009-09-03T14:36:33+00:00,unreliable,3410,#N/A
MitchBradley7,TRUE,2009-09-06T21:36:10+00:00,unreliable,6336,#N/A
FMolina_Lima,TRUE,2009-09-07T04:35:11+00:00,unreliable,514,#N/A
sschan430,TRUE,2009-09-10T19:32:09+00:00,unreliable,33591,#N/A
caggursoy,TRUE,2009-09-13T19:03:19+00:00,unreliable,3720,#N/A
SteveCambouris,TRUE,2009-09-14T23:01:41+00:00,unreliable,1049,#N/A
