username,user_found,created_at,Labels,,,,,,,
og_hapsburg,TRUE,2018-06-25T15:46:29+00:00,reliable,,,,,,,
EritreaOfficial,TRUE,2018-06-25T19:49:13+00:00,reliable,,,,,,,
MuslimkhanAfgha,TRUE,2018-06-27T22:57:00+00:00,reliable,,,,,,,
yR7yKY1DYKn00eK,TRUE,2018-06-28T00:09:57+00:00,reliable,,,,,,,
Sea64470010,TRUE,2018-06-30T05:10:51+00:00,reliable,,,,,,,
parizpearl1971,TRUE,2018-06-30T14:11:37+00:00,reliable,,,,,,,
SheryllAgusto,TRUE,2018-07-01T00:08:50+00:00,reliable,,,,,,,
MailorTrout,TRUE,2018-07-03T01:21:00+00:00,reliable,,,,,,,
MolsonBlue,TRUE,2018-07-03T07:10:14+00:00,reliable,,,,,,,
BansGogh,TRUE,2018-07-03T17:48:44+00:00,reliable,,,,,,,
singhharsh_7,TRUE,2018-07-04T08:12:18+00:00,reliable,,,,,,,
AcademyWedf,TRUE,2018-07-05T06:29:02+00:00,reliable,,,,,,,
ExoScharp,TRUE,2018-07-05T11:26:29+00:00,reliable,,,,,,,
Jude5150,TRUE,2018-07-05T20:54:49+00:00,reliable,,,,,,,
ENGLISA_,TRUE,2018-07-07T02:54:09+00:00,reliable,,,,,,,
isabellamdiazz,TRUE,2018-07-07T05:12:52+00:00,reliable,,,,,,,
CBM_Clay,TRUE,2018-07-08T05:04:10+00:00,reliable,,,,,,,
sivayolla,TRUE,2018-07-09T05:34:02+00:00,reliable,,,,,,,
TshepoLabase,TRUE,2018-07-10T13:54:21+00:00,reliable,,,,,,,
ZiyadAlli2,TRUE,2018-07-10T20:13:44+00:00,reliable,,,,,,,
ShyReplyGuy,TRUE,2018-07-11T22:49:03+00:00,reliable,,,,,,,
Faby_Cotrim,TRUE,2018-07-13T13:47:59+00:00,reliable,,,,,,,
Leandri76678065,TRUE,2018-07-14T10:26:17+00:00,reliable,,,,,,,
MBashir48666504,TRUE,2018-07-14T21:14:26+00:00,reliable,,,,,,,
ThroughBetter,TRUE,2018-07-14T23:19:08+00:00,reliable,,,,,,,
TrumpSu12,TRUE,2018-07-14T23:40:50+00:00,reliable,,,,,,,
bg4wibk3g1x4Tel,TRUE,2018-07-15T09:32:19+00:00,reliable,,,,,,,
trceni,TRUE,2018-07-15T20:53:30+00:00,reliable,,,,,,,
therealjarrah,TRUE,2018-07-16T07:26:22+00:00,reliable,,,,,,,
SBMPediatrics,TRUE,2018-07-16T16:38:54+00:00,reliable,,,,,,,
AkazaAkari_Real,TRUE,2018-07-17T07:51:15+00:00,reliable,,,,,,,
Rusty41057209,TRUE,2018-07-18T17:27:50+00:00,reliable,,,,,,,
AYuugure,TRUE,2018-07-20T07:31:24+00:00,reliable,,,,,,,
vicentecortesm5,TRUE,2018-07-20T22:16:35+00:00,reliable,,,,,,,
EzraPwaniyeboh,TRUE,2018-07-22T12:52:27+00:00,reliable,,,,,,,
shantel_35,TRUE,2018-07-23T00:32:11+00:00,reliable,,,,,,,
JosephZampano,TRUE,2018-07-23T18:48:29+00:00,reliable,,,,,,,
AShulsinger,TRUE,2018-07-28T17:11:45+00:00,reliable,,,,,,,
pragnap916,TRUE,2018-08-01T11:21:40+00:00,reliable,,,,,,,
hmobaydullah,TRUE,2018-08-05T22:29:06+00:00,reliable,,,,,,,
xivEAGz5YXmO3tq,TRUE,2018-08-07T08:32:14+00:00,reliable,,,,,,,
BruceGuerra6,TRUE,2018-08-09T15:30:15+00:00,reliable,,,,,,,
GintonicGamer,TRUE,2018-08-09T21:34:52+00:00,reliable,,,,,,,
WAHYUSULA1MAN,TRUE,2018-08-10T08:02:51+00:00,reliable,,,,,,,
Kapkoi1,TRUE,2018-08-10T12:24:31+00:00,reliable,,,,,,,
AjYume20,TRUE,2018-08-11T11:10:37+00:00,reliable,,,,,,,
zochrndteun,TRUE,2018-08-12T03:54:49+00:00,reliable,,,,,,,
angelicakim_,TRUE,2018-08-13T03:44:58+00:00,reliable,,,,,,,
shortyize,TRUE,2018-08-14T21:14:47+00:00,reliable,,,,,,,
MommasOptions,TRUE,2018-08-15T10:25:23+00:00,reliable,,,,,,,
oziloozingsauce,TRUE,2018-08-15T19:49:28+00:00,reliable,,,,,,,
milamygranny,TRUE,2018-08-17T18:00:07+00:00,reliable,,,,,,,
Fantaboy_15,TRUE,2018-08-18T22:18:38+00:00,reliable,,,,,,,
fulltimestan,TRUE,2018-08-22T11:03:53+00:00,reliable,,,,,,,
Vat_Vatsie,TRUE,2018-08-26T19:35:58+00:00,reliable,,,,,,,
SabounT,TRUE,2018-08-27T00:13:43+00:00,reliable,,,,,,,
CramarSports,TRUE,2018-08-28T04:47:59+00:00,reliable,,,,,,,
Kwena43805053,TRUE,2018-08-28T16:29:47+00:00,reliable,,,,,,,
ChErOkEEChick68,TRUE,2018-08-29T13:37:14+00:00,reliable,,,,,,,
altaf422,TRUE,2018-08-29T20:39:59+00:00,reliable,,,,,,,
SherpaObjects,TRUE,2018-08-30T17:12:58+00:00,reliable,,,,,,,
SmudgeApp,TRUE,2018-09-01T11:03:18+00:00,reliable,,,,,,,
CncWise,TRUE,2018-09-01T15:37:31+00:00,reliable,,,,,,,
SyedMuhdHafiz6,TRUE,2018-09-02T07:47:15+00:00,reliable,,,,,,,
MASUDQAIM11,TRUE,2018-09-03T04:38:34+00:00,reliable,,,,,,,
Ompraka15588568,TRUE,2018-09-04T08:01:52+00:00,reliable,,,,,,,
SteveTalakoub,TRUE,2018-09-04T14:49:30+00:00,reliable,,,,,,,
Dove56681297,TRUE,2018-09-05T14:50:17+00:00,reliable,,,,,,,
sommermatter,TRUE,2018-09-06T16:24:55+00:00,reliable,,,,,,,
Beccaockenfels,TRUE,2018-09-10T17:59:41+00:00,reliable,,,,,,,
m_bruntz,TRUE,2018-09-12T12:16:04+00:00,reliable,,,,,,,
VictorNation202,TRUE,2018-09-12T16:40:33+00:00,reliable,,,,,,,
PecuniaryPoet,TRUE,2018-09-15T11:49:04+00:00,reliable,,,,,,,
yogesha_sharma,TRUE,2018-09-15T15:55:16+00:00,reliable,,,,,,,
PoemsPound,TRUE,2018-09-17T21:52:38+00:00,reliable,,,,,,,
fxstguy,TRUE,2018-09-18T23:42:23+00:00,reliable,,,,,,,
theiac_malaysia,TRUE,2018-09-19T10:35:32+00:00,reliable,,,,,,,
tammyratley1,TRUE,2018-09-19T17:11:51+00:00,reliable,,,,,,,
LoadingNoelani,TRUE,2018-09-20T02:58:50+00:00,reliable,,,,,,,
SATISHK51555511,TRUE,2018-09-20T07:08:42+00:00,reliable,,,,,,,
kayholliday8,TRUE,2018-09-21T16:23:07+00:00,reliable,,,,,,,
grumpybutgorge1,TRUE,2018-09-23T23:38:50+00:00,reliable,,,,,,,
DonaRisley,TRUE,2018-09-24T06:12:12+00:00,reliable,,,,,,,
Dzeniadaletsal1,TRUE,2018-09-25T15:31:46+00:00,reliable,,,,,,,
itsmemai31,TRUE,2018-09-25T15:37:58+00:00,reliable,,,,,,,
OppgenBiz,TRUE,2018-09-26T21:09:46+00:00,reliable,,,,,,,
vxnesamedi,TRUE,2018-09-28T04:44:13+00:00,reliable,,,,,,,
larry_retzlaff,TRUE,2018-09-29T07:13:45+00:00,reliable,,,,,,,
AipatEnelym,TRUE,2018-09-29T21:25:26+00:00,reliable,,,,,,,
Hedjarah5,TRUE,2018-09-30T09:08:10+00:00,reliable,,,,,,,
BarbaraShiels2,TRUE,2018-09-30T17:13:02+00:00,reliable,,,,,,,
AnnMarieZimme10,TRUE,2018-10-01T13:55:07+00:00,reliable,,,,,,,
Haris18979178,TRUE,2018-10-01T20:51:46+00:00,reliable,,,,,,,
FreeStaly3,TRUE,2018-10-03T08:20:19+00:00,reliable,,,,,,,
mrfox1987,TRUE,2018-10-03T19:05:14+00:00,reliable,,,,,,,
Tay13Bay,TRUE,2018-10-05T01:32:27+00:00,reliable,,,,,,,
Monakin1,TRUE,2018-10-05T07:53:03+00:00,reliable,,,,,,,
purplenor93,TRUE,2018-10-05T11:43:42+00:00,reliable,,,,,,,
soy_alyona,TRUE,2018-10-07T12:47:49+00:00,reliable,,,,,,,
iamikonixx,TRUE,2018-10-09T10:14:24+00:00,reliable,,,,,,,
JohnCottom6,TRUE,2018-10-09T13:44:14+00:00,reliable,,,,,,,
JoelMarianoAgu1,TRUE,2018-10-11T22:41:16+00:00,reliable,,,,,,,
Mojela14992141,TRUE,2018-10-12T15:51:06+00:00,reliable,,,,,,,
dazzleGspark,TRUE,2018-10-14T17:48:30+00:00,reliable,,,,,,,
MahavaFrank,TRUE,2018-10-17T06:52:27+00:00,reliable,,,,,,,
multi__form,TRUE,2018-10-20T16:39:25+00:00,reliable,,,,,,,
VirgoAirborne1,TRUE,2018-10-26T16:59:21+00:00,reliable,,,,,,,
davisr,TRUE,2018-11-09T04:16:50+00:00,reliable,,,,,,,
spitspoison,TRUE,2018-11-25T20:05:10+00:00,reliable,,,,,,,
demonfricker,TRUE,2018-12-04T04:25:23+00:00,reliable,,,,,,,
mumumoow,TRUE,2018-12-10T11:40:12+00:00,reliable,,,,,,,
brettpodell_,TRUE,2018-12-26T19:52:15+00:00,reliable,,,,,,,
needsomebts,TRUE,2019-01-06T00:00:53+00:00,reliable,,,,,,,
MickeyAcosta1,TRUE,2019-01-20T06:24:13+00:00,reliable,,,,,,,
Dumbfuck420,TRUE,2019-02-10T23:43:47+00:00,reliable,,,,,,,
myorgasticfutur,TRUE,2019-02-11T03:02:47+00:00,reliable,,,,,,,
SilentHillKitty,TRUE,2019-03-12T04:32:06+00:00,reliable,,,,,,,
dylerius,TRUE,2019-03-13T01:58:39+00:00,reliable,,,,,,,
cuteyngi,TRUE,2019-04-07T19:20:11+00:00,reliable,,,,,,,
aba_micah,TRUE,2019-04-15T08:38:38+00:00,reliable,,,,,,,
lilpaleta,TRUE,2019-04-15T21:15:26+00:00,reliable,,,,,,,
_ot7BTS_,TRUE,2019-04-16T15:47:49+00:00,reliable,,,,,,,
classicalheart,TRUE,2019-04-17T22:05:55+00:00,reliable,,,,,,,
VGKCrossbar,TRUE,2019-05-01T03:38:42+00:00,reliable,,,,,,,
_kimmyko_,TRUE,2019-05-05T17:36:49+00:00,reliable,,,,,,,
24sadboyhours,TRUE,2019-06-22T20:48:12+00:00,reliable,,,,,,,
onecurrency1,TRUE,2019-06-28T03:59:59+00:00,reliable,,,,,,,
seokisseu,TRUE,2019-06-28T04:56:47+00:00,reliable,,,,,,,
thor_father,TRUE,2019-08-06T21:19:26+00:00,reliable,,,,,,,
FranSlusarz,TRUE,2019-08-07T16:19:59+00:00,reliable,,,,,,,
LaurenGalvin2,TRUE,2019-08-14T23:14:59+00:00,reliable,,,,,,,
venusssc,TRUE,2019-08-18T14:12:58+00:00,reliable,,,,,,,
LiveFreeOrDie70,TRUE,2019-08-30T19:49:00+00:00,reliable,,,,,,,
SwengGi,TRUE,2019-09-05T07:51:39+00:00,reliable,,,,,,,
sampersand,TRUE,2019-09-24T00:14:04+00:00,reliable,,,,,,,
LarryWard18,TRUE,2019-10-10T06:55:24+00:00,reliable,,,,,,,
DiarmuidMcGurk,TRUE,2019-11-09T11:25:15+00:00,reliable,,,,,,,
echophenomena,TRUE,2019-12-11T10:09:53+00:00,reliable,,,,,,,
dudeactually,TRUE,2019-12-23T01:52:15+00:00,reliable,,,,,,,
PeterCrowley,TRUE,2007-04-26T17:11:37+00:00,unreliable,,,,,,,
eriktaylor,TRUE,2007-06-07T19:29:19+00:00,unreliable,,,,,,,
Mopar,TRUE,2007-06-23T17:47:15+00:00,unreliable,,,,,,,
scott_paul,TRUE,2007-09-12T23:54:15+00:00,unreliable,,,,,,,
Auger,TRUE,2007-10-31T12:40:37+00:00,unreliable,,,,,,,
jeannetix,TRUE,2007-11-01T03:28:10+00:00,unreliable,,,,,,,
wdmccullough,TRUE,2008-01-09T00:47:41+00:00,unreliable,,,,,,,
suresh_p,TRUE,2008-01-15T16:42:12+00:00,unreliable,,,,,,,
jamiecochran,TRUE,2008-01-16T04:11:25+00:00,unreliable,,,,,,,
tstauffer,TRUE,2008-04-09T23:05:28+00:00,unreliable,,,,,,,
Techbot,TRUE,2008-05-13T11:40:53+00:00,unreliable,,,,,,,
shadowed_dream,TRUE,2008-06-08T21:02:34+00:00,unreliable,,,,,,,
linkchips,TRUE,2008-06-23T15:47:21+00:00,unreliable,,,,,,,
donnarin,TRUE,2008-08-03T19:06:45+00:00,unreliable,,,,,,,
simmyzx,TRUE,2008-09-01T18:13:24+00:00,unreliable,,,,,,,
jelutz77,TRUE,2008-09-04T23:55:33+00:00,unreliable,,,,,,,
arsalansheikh,TRUE,2008-09-18T03:44:05+00:00,unreliable,,,,,,,
Toledo_Storm,TRUE,2008-10-12T01:19:23+00:00,unreliable,,,,,,,
jeffgiesea,TRUE,2008-10-22T21:15:03+00:00,unreliable,,,,,,,
atanzi,TRUE,2008-12-02T16:33:54+00:00,unreliable,,,,,,,
gonzohunter,TRUE,2008-12-08T17:48:17+00:00,unreliable,,,,,,,
nemidu,TRUE,2008-12-27T16:24:57+00:00,unreliable,,,,,,,
luluB1,TRUE,2009-01-05T18:19:05+00:00,unreliable,,,,,,,
peopleunite,TRUE,2009-01-08T17:29:26+00:00,unreliable,,,,,,,
Kyirrie,TRUE,2009-01-17T00:58:30+00:00,unreliable,,,,,,,
UndercoverProf,TRUE,2009-01-19T16:59:54+00:00,unreliable,,,,,,,
mwsanford,TRUE,2009-01-26T23:07:35+00:00,unreliable,,,,,,,
garnetroses,TRUE,2009-01-28T23:25:22+00:00,unreliable,,,,,,,
RobM4321,TRUE,2009-01-29T08:40:58+00:00,unreliable,,,,,,,
sangeetapurohit,TRUE,2009-01-30T06:54:25+00:00,unreliable,,,,,,,
baronvoncake,TRUE,2009-02-08T15:17:02+00:00,unreliable,,,,,,,
MarkSchexnayder,TRUE,2009-02-09T22:56:44+00:00,unreliable,,,,,,,
wmodell,TRUE,2009-02-14T07:45:17+00:00,unreliable,,,,,,,
MSChristine_,TRUE,2009-02-19T19:09:39+00:00,unreliable,,,,,,,
dadeets,TRUE,2009-02-22T03:02:54+00:00,unreliable,,,,,,,
chicknorrisgal,TRUE,2009-02-26T16:14:50+00:00,unreliable,,,,,,,
4nkz,TRUE,2009-02-26T17:55:14+00:00,unreliable,,,,,,,
thalsted,TRUE,2009-02-26T23:07:16+00:00,unreliable,,,,,,,
SugarRey,TRUE,2009-03-03T12:51:17+00:00,unreliable,,,,,,,
ShakiBedeaux,TRUE,2009-03-05T02:10:55+00:00,unreliable,,,,,,,
alanayvonne,TRUE,2009-03-06T02:24:37+00:00,unreliable,,,,,,,
TheMoneyGuru,TRUE,2009-03-09T19:20:41+00:00,unreliable,,,,,,,
robrutherford,TRUE,2009-03-11T17:24:01+00:00,unreliable,,,,,,,
Zaasrd,TRUE,2009-03-11T17:42:23+00:00,unreliable,,,,,,,
MarcosdeCunto,TRUE,2009-03-12T12:53:08+00:00,unreliable,,,,,,,
Sug1940,TRUE,2009-03-14T20:36:17+00:00,unreliable,,,,,,,
Wishingwell12,TRUE,2009-03-14T21:34:50+00:00,unreliable,,,,,,,
shushabunny,TRUE,2009-03-14T21:41:07+00:00,unreliable,,,,,,,
gregtheexplorer,TRUE,2009-03-17T21:02:09+00:00,unreliable,,,,,,,
lordoftrade,TRUE,2009-03-19T15:07:38+00:00,unreliable,,,,,,,
Waakzaam,TRUE,2009-03-21T12:01:39+00:00,unreliable,,,,,,,
starlight5347,TRUE,2009-03-22T12:57:26+00:00,unreliable,,,,,,,
rajneesh31,TRUE,2009-03-24T06:13:39+00:00,unreliable,,,,,,,
stevefastaco,TRUE,2009-03-24T08:29:48+00:00,unreliable,,,,,,,
joe_1973,TRUE,2009-03-24T12:27:38+00:00,unreliable,,,,,,,
CoffeeAndJazz,TRUE,2009-03-26T21:58:00+00:00,unreliable,,,,,,,
freefalln,TRUE,2009-03-26T22:29:49+00:00,unreliable,,,,,,,
steve3ac1as,TRUE,2009-03-27T19:28:32+00:00,unreliable,,,,,,,
AmericanJan,TRUE,2009-03-29T00:56:02+00:00,unreliable,,,,,,,
Ish_Singh1,TRUE,2009-03-29T15:19:14+00:00,unreliable,,,,,,,
moazzamhyder3,TRUE,2009-03-30T09:28:41+00:00,unreliable,,,,,,,
Gabe_Wintermute,TRUE,2009-03-31T21:06:59+00:00,unreliable,,,,,,,
Ambamama,TRUE,2009-04-01T12:32:53+00:00,unreliable,,,,,,,
Kanagalingam,TRUE,2009-04-06T22:03:58+00:00,unreliable,,,,,,,
oldkingclue,TRUE,2009-04-07T13:25:30+00:00,unreliable,,,,,,,
mats73,TRUE,2009-04-09T09:11:25+00:00,unreliable,,,,,,,
johneeggs,TRUE,2009-04-09T13:00:12+00:00,unreliable,,,,,,,
iordae,TRUE,2009-04-10T14:44:44+00:00,unreliable,,,,,,,
MANNYZAVALA1971,TRUE,2009-04-10T21:50:30+00:00,unreliable,,,,,,,
stambo_nz,TRUE,2009-04-10T22:28:29+00:00,unreliable,,,,,,,
c_j_breeze,TRUE,2009-04-12T13:27:45+00:00,unreliable,,,,,,,
Evildoer35,TRUE,2009-04-13T06:38:23+00:00,unreliable,,,,,,,
ypratama,TRUE,2009-04-14T09:16:33+00:00,unreliable,,,,,,,
ksea444,TRUE,2009-04-16T16:26:55+00:00,unreliable,,,,,,,
BiGWIG1001,TRUE,2009-04-16T16:45:53+00:00,unreliable,,,,,,,
mrdannyglover,TRUE,2009-04-17T04:40:03+00:00,unreliable,,,,,,,
blackvelvet47,TRUE,2009-04-17T23:27:43+00:00,unreliable,,,,,,,
sherrihutch,TRUE,2009-04-18T18:41:57+00:00,unreliable,,,,,,,
Steverino1020,TRUE,2009-04-18T20:37:33+00:00,unreliable,,,,,,,
RodDiazR,TRUE,2009-04-19T01:52:28+00:00,unreliable,,,,,,,
MinkyUrungus,TRUE,2009-04-20T23:45:53+00:00,unreliable,,,,,,,
TimWilliamsLI,TRUE,2009-04-21T03:16:12+00:00,unreliable,,,,,,,
tallboysdad,TRUE,2009-04-23T20:29:20+00:00,unreliable,,,,,,,
eduapa,TRUE,2009-04-25T01:47:44+00:00,unreliable,,,,,,,
insider2009,TRUE,2009-04-26T05:08:39+00:00,unreliable,,,,,,,
otravex,TRUE,2009-04-27T05:09:49+00:00,unreliable,,,,,,,
BRCPres,TRUE,2009-04-27T10:46:01+00:00,unreliable,,,,,,,
Aleks_Atanasov,TRUE,2009-04-30T11:40:25+00:00,unreliable,,,,,,,
khcogbill,TRUE,2009-05-01T04:07:48+00:00,unreliable,,,,,,,
lexielaw,TRUE,2009-05-01T20:17:35+00:00,unreliable,,,,,,,
SM257,TRUE,2009-05-02T00:40:25+00:00,unreliable,,,,,,,
ewilliams66,TRUE,2009-05-04T19:46:22+00:00,unreliable,,,,,,,
metafuel,TRUE,2009-05-06T10:08:45+00:00,unreliable,,,,,,,
Ronsibb,TRUE,2009-05-07T12:22:02+00:00,unreliable,,,,,,,
smile17138,TRUE,2009-05-08T08:14:55+00:00,unreliable,,,,,,,
BXM3,TRUE,2009-05-10T05:44:03+00:00,unreliable,,,,,,,
susiereeves,TRUE,2009-05-10T09:33:50+00:00,unreliable,,,,,,,
gr22gr22,TRUE,2009-05-12T14:38:13+00:00,unreliable,,,,,,,
wayne_whitlock,TRUE,2009-05-14T06:00:42+00:00,unreliable,,,,,,,
kallinos,TRUE,2009-05-14T09:55:55+00:00,unreliable,,,,,,,
LucifeLMartelL,TRUE,2009-05-14T13:05:31+00:00,unreliable,,,,,,,
DreaSback,TRUE,2009-05-14T15:00:31+00:00,unreliable,,,,,,,
SmokinRobs,TRUE,2009-05-15T01:07:43+00:00,unreliable,,,,,,,
SogridMedium,TRUE,2009-05-17T21:45:15+00:00,unreliable,,,,,,,
jillianej,TRUE,2009-05-18T13:47:08+00:00,unreliable,,,,,,,
rickyohmartinez,TRUE,2009-05-19T05:17:47+00:00,unreliable,,,,,,,
kc7373,TRUE,2009-05-23T04:28:22+00:00,unreliable,,,,,,,
Carterjoelean,TRUE,2009-05-29T13:14:16+00:00,unreliable,,,,,,,
Rocky_20097,TRUE,2009-05-31T03:09:46+00:00,unreliable,,,,,,,
octohorse,TRUE,2009-05-31T18:35:56+00:00,unreliable,,,,,,,
buyanbattulga,TRUE,2009-06-01T19:10:17+00:00,unreliable,,,,,,,
bossplaya29,TRUE,2009-06-05T20:20:34+00:00,unreliable,,,,,,,
Bhyatt111,TRUE,2009-06-06T22:57:44+00:00,unreliable,,,,,,,
mark999bikes,TRUE,2009-06-07T19:06:23+00:00,unreliable,,,,,,,
35bbbbb,TRUE,2009-06-07T23:23:43+00:00,unreliable,,,,,,,
Psycotic4Eva,TRUE,2009-06-10T10:25:40+00:00,unreliable,,,,,,,
kegel_dialectic,TRUE,2009-06-11T17:14:33+00:00,unreliable,,,,,,,
MattElzey,TRUE,2009-06-13T20:30:40+00:00,unreliable,,,,,,,
CannonsCall,TRUE,2009-06-14T15:34:19+00:00,unreliable,,,,,,,
SoCalCEO,TRUE,2009-06-14T16:04:59+00:00,unreliable,,,,,,,
NolanBD,TRUE,2009-06-15T15:52:49+00:00,unreliable,,,,,,,
Paul_B_99,TRUE,2009-06-16T23:29:11+00:00,unreliable,,,,,,,
elagski,TRUE,2009-06-17T19:40:56+00:00,unreliable,,,,,,,
SortaFaceless,TRUE,2009-06-18T03:39:56+00:00,unreliable,,,,,,,
JesBalascio,TRUE,2009-06-18T21:17:30+00:00,unreliable,,,,,,,
fardos,TRUE,2009-06-20T13:54:00+00:00,unreliable,,,,,,,
CABOewm,TRUE,2009-06-22T22:39:13+00:00,unreliable,,,,,,,
ronfan9,TRUE,2009-06-24T13:38:58+00:00,unreliable,,,,,,,
ctomkins5,TRUE,2009-06-25T15:50:24+00:00,unreliable,,,,,,,
aanbarasan,TRUE,2009-06-26T08:32:05+00:00,unreliable,,,,,,,
DirexionTrader,TRUE,2009-06-30T00:22:16+00:00,unreliable,,,,,,,
owengmusic,TRUE,2009-06-30T13:09:55+00:00,unreliable,,,,,,,
fedlarson,TRUE,2009-07-02T15:05:33+00:00,unreliable,,,,,,,
jmyers44,TRUE,2009-07-02T19:08:02+00:00,unreliable,,,,,,,
a1judi,TRUE,2009-07-02T20:18:03+00:00,unreliable,,,,,,,
pentateu,TRUE,2009-07-05T01:38:35+00:00,unreliable,,,,,,,
HuynhPham,TRUE,2009-07-06T14:31:08+00:00,unreliable,,,,,,,
DarciDee,TRUE,2009-07-07T05:11:48+00:00,unreliable,,,,,,,
statiq_q,TRUE,2009-07-07T20:28:05+00:00,unreliable,,,,,,,
hazysunshine13,TRUE,2009-07-10T02:51:28+00:00,unreliable,,,,,,,
pkoshyin,TRUE,2009-07-11T16:23:55+00:00,unreliable,,,,,,,
luisescobal,TRUE,2009-07-21T01:52:49+00:00,unreliable,,,,,,,
xrppolice,TRUE,2009-07-21T13:53:17+00:00,unreliable,,,,,,,
brainpowerguy,TRUE,2009-07-24T18:42:39+00:00,unreliable,,,,,,,
santa81,TRUE,2009-07-26T03:59:46+00:00,unreliable,,,,,,,
playball_001,TRUE,2009-07-27T03:01:51+00:00,unreliable,,,,,,,
timstv,TRUE,2009-07-29T13:38:49+00:00,unreliable,,,,,,,
fehimec,TRUE,2009-08-04T11:13:19+00:00,unreliable,,,,,,,
wobbley_bobbley,TRUE,2009-08-05T01:44:17+00:00,unreliable,,,,,,,
NigelBill,TRUE,2009-08-08T07:24:15+00:00,unreliable,,,,,,,
abl_10,TRUE,2009-08-09T07:45:42+00:00,unreliable,,,,,,,
TomasM093,TRUE,2009-08-09T15:17:47+00:00,unreliable,,,,,,,
TheSmilem8ker,TRUE,2009-08-12T13:16:15+00:00,unreliable,,,,,,,
maineamethyst,TRUE,2009-08-14T13:50:51+00:00,unreliable,,,,,,,
tgicorie,TRUE,2009-08-14T21:15:26+00:00,unreliable,,,,,,,
AHILLS205,TRUE,2009-08-17T18:19:33+00:00,unreliable,,,,,,,
mmmaaaaattttt,TRUE,2009-08-19T13:43:26+00:00,unreliable,,,,,,,
veritasishere,TRUE,2009-08-21T15:14:37+00:00,unreliable,,,,,,,
Mrpierna,TRUE,2009-08-25T01:30:32+00:00,unreliable,,,,,,,
aletrevisol,TRUE,2009-08-25T12:17:34+00:00,unreliable,,,,,,,
sdunne321,TRUE,2009-08-29T03:33:51+00:00,unreliable,,,,,,,
nanpats,TRUE,2009-09-01T17:19:58+00:00,unreliable,,,,,,,
Xodus_sv,TRUE,2009-09-02T12:36:18+00:00,unreliable,,,,,,,
twx724,TRUE,2009-09-03T14:36:33+00:00,unreliable,,,,,,,
MitchBradley7,TRUE,2009-09-06T21:36:10+00:00,unreliable,,,,,,,
FMolina_Lima,TRUE,2009-09-07T04:35:11+00:00,unreliable,,,,,,,
sschan430,TRUE,2009-09-10T19:32:09+00:00,unreliable,,,,,,,
caggursoy,TRUE,2009-09-13T19:03:19+00:00,unreliable,,,,,,,
SteveCambouris,TRUE,2009-09-14T23:01:41+00:00,unreliable,,,,,,,
henrystauf,TRUE,2009-09-16T18:11:59+00:00,unreliable,,,,,,,
ShebaLowry,TRUE,2009-10-02T05:18:32+00:00,unreliable,,,,,,,
LJ1776,TRUE,2009-10-03T16:44:55+00:00,unreliable,,,,,,,
CindyWinkler,TRUE,2009-10-05T00:11:25+00:00,unreliable,,,,,,,
sajeevkokkattil,TRUE,2009-10-05T10:17:07+00:00,unreliable,,,,,,,
satain1982,TRUE,2009-10-06T21:20:40+00:00,unreliable,,,,,,,
mike_s_mcintyre,TRUE,2009-10-16T15:46:20+00:00,unreliable,,,,,,,
daddyroo45,TRUE,2009-10-16T18:38:21+00:00,unreliable,,,,,,,
MrDannyBrewer,TRUE,2009-10-23T16:30:52+00:00,unreliable,,,,,,,
egg_descrambler,TRUE,2009-10-25T14:49:56+00:00,unreliable,,,,,,,
Tinkster68,TRUE,2009-10-25T22:15:15+00:00,unreliable,,,,,,,
daggers519,TRUE,2009-10-26T01:29:56+00:00,unreliable,,,,,,,
tomasfloresz,TRUE,2009-10-31T05:23:43+00:00,unreliable,,,,,,,
Ahm3dALIMALIK,TRUE,2009-11-01T07:22:35+00:00,unreliable,,,,,,,
RobertoTownsend,TRUE,2009-11-03T02:41:02+00:00,unreliable,,,,,,,
revo1776,TRUE,2009-11-03T16:45:16+00:00,unreliable,,,,,,,
SoIlSurvivalist,TRUE,2009-11-08T21:04:36+00:00,unreliable,,,,,,,
spaceworldnews,TRUE,2009-11-09T14:42:50+00:00,unreliable,,,,,,,
zay_ah,TRUE,2009-11-12T19:03:11+00:00,unreliable,,,,,,,
essam_nazir,TRUE,2009-11-15T19:46:48+00:00,unreliable,,,,,,,
red38red38,TRUE,2009-11-21T21:05:24+00:00,unreliable,,,,,,,
Retiredguy123,TRUE,2009-11-22T18:40:57+00:00,unreliable,,,,,,,
NealReid,TRUE,2009-11-23T16:01:36+00:00,unreliable,,,,,,,
farazakacool,TRUE,2009-11-26T09:49:06+00:00,unreliable,,,,,,,
maitregasmi,TRUE,2009-12-01T13:35:08+00:00,unreliable,,,,,,,
NellyTells,TRUE,2009-12-02T11:46:41+00:00,unreliable,,,,,,,
kboxer1,TRUE,2009-12-03T18:50:20+00:00,unreliable,,,,,,,
ghazi786,TRUE,2009-12-09T05:08:04+00:00,unreliable,,,,,,,
FirstKraken,TRUE,2009-12-09T10:38:22+00:00,unreliable,,,,,,,
Slugbert,TRUE,2009-12-12T18:53:10+00:00,unreliable,,,,,,,
Krisfarlymiller,TRUE,2009-12-13T04:06:37+00:00,unreliable,,,,,,,
burnbaby_1,TRUE,2009-12-14T11:41:33+00:00,unreliable,,,,,,,
RenoG70,TRUE,2009-12-14T14:13:34+00:00,unreliable,,,,,,,
